"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL"
79482097,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUS","COMPANIES",NA,NA,NA,NA,NA,"BUS",NA,NA,0,"141","141","14",3,-6.5,9,1,9,8.22368421052632,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79482261,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHE","SWITZERLAND","CHE",NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,1,1,1,4.78260869565217,NA,NA,NA,NA,0,0,0,1,"Switzerland","SZ","SZ",47,8,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,""
79482510,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,1,"020","020","02",1,3,9,1,9,4.34782608695652,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79482521,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,1,"030","030","03",1,4,4,1,4,3.96039603960396,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79482757,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,1,"190","190","19",4,-10,12,4,12,0.818593869327644,NA,NA,NA,NA,0,0,0,3,"Columbia, Washington, United States","US","USWA",47.564,-122.275,1512108,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79482768,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,1,"190","190","19",4,-10,60,4,36,0.818593869327644,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79483303,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EDU","UNIVERSITY",NA,NA,NA,NA,NA,"EDU",NA,NA,1,"036","036","03",1,4,1,1,1,6.3912704598597,NA,NA,NA,NA,0,0,0,3,"Magnolia, New York, United States","US","USNY",42.1751,-79.44,956270,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79483442,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EDU","SCHOOL",NA,NA,NA,NA,NA,"EDU",NA,NA,0,"043","043","04",1,2.8,9,1,9,3.78963650425367,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79483578,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EGY","CAIRO","EGY",NA,NA,NA,NA,NA,NA,NA,1,"030","030","03",1,4,7,1,7,3.57142857142857,NA,NA,NA,NA,0,0,0,4,"Cairo, Al Qahirah, Egypt","EG","EG11",30.05,31.25,-290692,1,"Georgia","GG","GG",42,43.5,0,20130203,""
79483589,20111101,201111,2011,2011.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EGY","CAIRO","EGY",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,7,1,7,3.57142857142857,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
