"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL"
214782067,20120901,201209,2012,2012.6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EDU","SCHOOL",NA,NA,NA,NA,NA,"EDU",NA,NA,0,"130","130","13",3,-4.4,10,1,10,7.01107011070111,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
214784411,20120901,201209,2012,2012.6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPP","OPPOSITION COALITION",NA,NA,NA,NA,NA,"OPP",NA,NA,1,"060","060","06",2,6,1,1,1,9.92063492063492,NA,NA,NA,NA,0,0,0,4,"Kakabeti, Georgia (general), Georgia","GG","GG00",41.704,45.5354,-2327578,4,"Kakabeti, Georgia (general), Georgia","GG","GG00",41.704,45.5354,-2327578,20130203,""
214784413,20120901,201209,2012,2012.6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPP","OPPOSITION COALITION",NA,NA,NA,NA,NA,"OPP",NA,NA,1,"060","060","06",2,6,2,1,2,9.92063492063492,NA,NA,NA,NA,0,0,0,1,"Northern Mariana Islands","CQ","CQ",19.4355,144.888,0,4,"Kakabeti, Georgia (general), Georgia","GG","GG00",41.704,45.5354,-2327578,20130203,""
214784993,20120901,201209,2012,2012.6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UAF","ARMED GROUP",NA,NA,NA,NA,NA,"UAF",NA,NA,1,"190","190","19",4,-10,10,1,10,3.33333333333333,NA,NA,NA,NA,0,0,0,4,"Lopota, Georgia (general), Georgia","GG","GG00",42.0074,45.4963,-2328607,4,"Lopota, Georgia (general), Georgia","GG","GG00",42.0074,45.4963,-2328607,20130203,""
214785664,20120901,201209,2012,2012.6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,20,1,10,6.15384615384615,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,""
214789663,20120901,201209,2012,2012.6603,"AZE","AZERBAIJANI","AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,2,1,2,6.66666666666667,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,0,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,""
214789934,20120901,201209,2012,2012.6603,"AZE","AZERBAIJAN","AZE",NA,NA,NA,NA,NA,NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,4,1,4,6.66666666666667,4,"Baku, Baki*, Azerbaijan","AJ","AJ09",40.3953,49.8822,-2705195,2,"Georgia, United States","US","USGA",0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,""
214797633,20120901,201209,2012,2012.6603,"CVL","VOTER",NA,NA,NA,NA,NA,"CVL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"110","110","11",3,-2,1,1,1,9.92063492063492,4,"Kakabeti, Georgia (general), Georgia","GG","GG00",41.704,45.5354,-2327578,0,NA,NA,NA,0,0,0,4,"Kakabeti, Georgia (general), Georgia","GG","GG00",41.704,45.5354,-2327578,20130203,""
214797643,20120901,201209,2012,2012.6603,"CVL","VOTER",NA,NA,NA,NA,NA,"CVL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"110","110","11",3,-2,1,1,1,9.92063492063492,1,"Northern Mariana Islands","CQ","CQ",19.4355,144.888,0,0,NA,NA,NA,0,0,0,4,"Kakabeti, Georgia (general), Georgia","GG","GG00",41.704,45.5354,-2327578,20130203,""
214798042,20120901,201209,2012,2012.6603,"CVL","CITIZEN",NA,NA,NA,NA,NA,"CVL",NA,NA,"GOV","MINIST OF INTERIOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"193","193","19",4,-10,4,1,4,3.51758793969849,2,"Georgia, United States","US","USGA",44.6074,-69.3977,0,1,"Syria","SY","SY",35,38,0,4,"Pankisi Gorge, Georgia (general), Georgia","GG","GG00",42.135,45.2858,9097321,20130203,""
