"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL","month"
125489286,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUS","BUSINESS",NA,NA,NA,NA,NA,"BUS",NA,NA,1,"042","042","04",1,1.9,9,1,9,11.0778443113772,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125489888,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EDU","SCHOOL",NA,NA,NA,NA,NA,"EDU",NA,NA,1,"043","043","04",1,2.8,4,1,4,10.1721439749609,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125490242,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"040","040","04",1,1,2,1,1,6.34005763688761,NA,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125490283,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"042","042","04",1,1.9,9,1,9,2.14477211796247,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125490767,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ITA","ROME","ITA",NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,4,2,4,3.9478712833448,NA,NA,NA,NA,0,0,0,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
125490849,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUD","JUDGE",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"020","020","02",1,3,9,1,9,3.64583333333333,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125491499,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHL","PHILIPPINE","PHL",NA,NA,NA,NA,NA,NA,NA,0,"042","042","04",1,1.9,2,1,2,4.09356725146199,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125491566,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,1,"046","046","04",1,7,1,1,1,2.83400809716599,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125491772,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UAF","FIGHTER",NA,NA,NA,NA,NA,"UAF",NA,NA,1,"190","190","19",4,-10,9,1,9,2.48756218905473,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125491834,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"020","020","02",1,3,2,1,1,6.34005763688761,NA,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125491897,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,1,1,1,3.81679389312977,NA,NA,NA,NA,0,0,0,3,"Columbus, Georgia, United States","US","USGA",32.461,-84.9877,331443,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125492031,20110601,201106,2011,2011.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,6,2,6,4.46052631578948,NA,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125495267,20110601,201106,2011,2011.4137,"BUS","BUSINESS",NA,NA,NA,NA,NA,"BUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,9,1,9,11.0778443113772,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125495623,20110601,201106,2011,2011.4137,"BUS","BANK",NA,NA,NA,NA,NA,"BUS",NA,NA,"COP","PRISON",NA,NA,NA,NA,NA,"COP",NA,NA,1,"173","173","17",4,-5,4,1,4,3.66492146596859,3,"Atlanta, Georgia, United States","US","USGA",33.749,-84.388,351615,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125495624,20110601,201106,2011,2011.4137,"BUS","BANK",NA,NA,NA,NA,NA,"BUS",NA,NA,"COP","PRISON",NA,NA,NA,NA,NA,"COP",NA,NA,1,"173","173","17",4,-5,9,1,9,4.22535211267606,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125496210,20110601,201106,2011,2011.4137,"BUSGOV","BUSINESS",NA,NA,NA,NA,NA,"BUS","GOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"014","014","01",1,0,1,1,1,7.62331838565022,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125498452,20110601,201106,2011,2011.4137,"COP","PRISON",NA,NA,NA,NA,NA,"COP",NA,NA,"USA","INDIANA","USA",NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,3,1,3,7.6510067114094,1,"Georgia","GG","GG",42,43.5,0,2,"Indiana, United States","US","USIN",39.8647,-86.2604,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125499065,20110601,201106,2011,2011.4137,"CVL","RESIDENTS",NA,NA,NA,NA,NA,"CVL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"020","020","02",1,3,2,2,2,4.46052631578948,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125499352,20110601,201106,2011,2011.4137,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,"GOV","MAYOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"043","043","04",1,2.8,5,1,5,6.88622754491018,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125499501,20110601,201106,2011,2011.4137,"CVL","CITIZEN",NA,NA,NA,NA,NA,"CVL",NA,NA,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,1,"112","112","11",3,-2,1,1,1,0,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,4,"Meshchanskiy, Voronezhskaya Oblast', Russia","RS","RS86",51.5297,40.9219,132798,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125499502,20110601,201106,2011,2011.4137,"CVL","CITIZEN",NA,NA,NA,NA,NA,"CVL",NA,NA,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,1,"112","112","11",3,-2,2,1,1,0,4,"Meshchanskiy, Voronezhskaya Oblast', Russia","RS","RS86",51.5297,40.9219,132798,4,"Meshchanskiy, Voronezhskaya Oblast', Russia","RS","RS86",51.5297,40.9219,132798,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125499504,20110601,201106,2011,2011.4137,"CVL","CITIZEN",NA,NA,NA,NA,NA,"CVL",NA,NA,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,1,"173","173","17",4,-5,1,1,1,0,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,4,"Meshchanskiy, Voronezhskaya Oblast', Russia","RS","RS86",51.5297,40.9219,132798,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125499505,20110601,201106,2011,2011.4137,"CVL","CITIZEN",NA,NA,NA,NA,NA,"CVL",NA,NA,"RUS","RUSSIAN","RUS",NA,NA,NA,NA,NA,NA,NA,1,"173","173","17",4,-5,2,1,1,0,4,"Meshchanskiy, Voronezhskaya Oblast', Russia","RS","RS86",51.5297,40.9219,132798,4,"Meshchanskiy, Voronezhskaya Oblast', Russia","RS","RS86",51.5297,40.9219,132798,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125499553,20110601,201106,2011,2011.4137,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,2,1,2,6.88622754491018,1,"Georgia","GG","GG",42,43.5,0,2,"Texas, United States","US","USTX",31.106,-97.6475,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125499574,20110601,201106,2011,2011.4137,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,"USAGOV","UNITED STATES","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"043","043","04",1,2.8,2,1,2,6.88622754491018,1,"Georgia","GG","GG",42,43.5,0,2,"Texas, United States","US","USTX",31.106,-97.6475,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125499575,20110601,201106,2011,2011.4137,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,"USAGOV","UNITED STATES","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"043","043","04",1,2.8,2,1,2,6.88622754491018,2,"Texas, United States","US","USTX",31.106,-97.6475,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500454,20110601,201106,2011,2011.4137,"EDU","SCHOOL",NA,NA,NA,NA,NA,"EDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,4,1,4,10.1721439749609,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500494,20110601,201106,2011,2011.4137,"EDU","COLLEGE",NA,NA,NA,NA,NA,"EDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"060","060","06",2,6,1,1,1,7.62331838565022,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500552,20110601,201106,2011,2011.4137,"EDU","UNIVERSITY",NA,NA,NA,NA,NA,"EDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"120","120","12",3,-4,4,1,4,7.03703703703704,3,"Chicago, Illinois, United States","US","USIL",41.85,-87.6501,423587,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500555,20110601,201106,2011,2011.4137,"EDU","UNIVERSITY",NA,NA,NA,NA,NA,"EDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"120","120","12",3,-4,9,1,9,7.89889415481833,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500650,20110601,201106,2011,2011.4137,"EDU","COLLEGE",NA,NA,NA,NA,NA,"EDU",NA,NA,"EDUEDU","COLLEGE",NA,NA,NA,NA,NA,"EDU","EDU",NA,0,"020","020","02",1,3,18,2,18,7.46796559592769,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500765,20110601,201106,2011,2011.4137,"EDU","UNIVERSITY",NA,NA,NA,NA,NA,"EDU",NA,NA,"PHL","PHILIPPINE","PHL",NA,NA,NA,NA,NA,NA,NA,0,"042","042","04",1,1.9,2,1,2,4.09356725146199,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125500860,20110601,201106,2011,2011.4137,"EDU","COLLEGE",NA,NA,NA,NA,NA,"EDU",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"060","060","06",2,6,2,1,2,7.62331838565022,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125503096,20110601,201106,2011,2011.4137,"GEOGOV","MIKHEIL SAAKASHVILI","GEO",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"040","040","04",1,1,2,1,2,7.10059171597633,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,1,"United States","US","US",38,-97,0,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
125503097,20110601,201106,2011,2011.4137,"GEOGOV","MIKHEIL SAAKASHVILI","GEO",NA,NA,NA,NA,"GOV",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"040","040","04",1,1,7,1,7,7.10059171597633,1,"United States","US","US",38,-97,0,1,"United States","US","US",38,-97,0,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
125503397,20110601,201106,2011,2011.4137,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"018","018","01",1,3.4,1,1,1,4.149377593361,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,0,NA,NA,NA,0,0,0,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125503557,20110601,201106,2011,2011.4137,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"040","040","04",1,1,5,1,1,6.34005763688761,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,0,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125504136,20110601,201106,2011,2011.4137,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,"ARM","ARMENIA","ARM",NA,NA,NA,NA,NA,NA,NA,1,"018","018","01",1,3.4,2,1,1,4.149377593361,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125504467,20110601,201106,2011,2011.4137,"GOV","MAYOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,1,"042","042","04",1,1.9,5,1,5,6.88622754491018,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125504472,20110601,201106,2011,2011.4137,"GOV","DIPLOMAT",NA,NA,NA,NA,NA,"GOV",NA,NA,"CVL","CITIZEN",NA,NA,NA,NA,NA,"CVL",NA,NA,1,"057","057","05",1,8,1,1,1,7.71929824561404,4,"Batumi, Ajaria**, Georgia","GG","GG04",41.6423,41.6339,-2326229,4,"Ankara, Ankara, Turkey","TU","TU68",39.9272,32.8644,-735338,4,"Batumi, Ajaria**, Georgia","GG","GG04",41.6423,41.6339,-2326229,20130203,"","06"
125504881,20110601,201106,2011,2011.4137,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,"ITA","ITALY","ITA",NA,NA,NA,NA,NA,NA,NA,1,"040","040","04",1,1,1,1,1,6.34005763688761,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125505319,20110601,201106,2011,2011.4137,"GOV","MINIST",NA,NA,NA,NA,NA,"GOV",NA,NA,"ROU","ROMANIA",NA,NA,NA,NA,NA,NA,NA,NA,1,"051","051","05",1,3.4,2,1,2,6.12244897959184,0,"Kulevi, Georgia (general), Georgia","GG","GG00",42.2731,41.6667,-2328139,4,"Kulevi, Georgia (general), Georgia","GG","GG00",42.2731,41.6667,-2328139,4,"Kulevi, Georgia (general), Georgia","GG","GG00",42.2731,41.6667,-2328139,20130203,"","06"
125505775,20110601,201106,2011,2011.4137,"GOVEDU","DEPARTMENT OF EDUCATION",NA,NA,NA,NA,NA,"GOV","EDU",NA,"EDU","STUDENT",NA,NA,NA,NA,NA,"EDU",NA,NA,1,"020","020","02",1,3,9,1,9,8.09917355371901,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125509243,20110601,201106,2011,2011.4137,"ITA","ROME","ITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,4,2,4,3.9478712833448,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,0,NA,NA,NA,0,0,0,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
125509367,20110601,201106,2011,2011.4137,"ITA","ITALY","ITA",NA,NA,NA,NA,NA,NA,NA,"GOV","PRESIDENT",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"040","040","04",1,1,1,1,1,6.34005763688761,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125509403,20110601,201106,2011,2011.4137,"ITA","ROME","ITA",NA,NA,NA,NA,NA,NA,NA,"ITAGOV","ITALY","ITA",NA,NA,NA,NA,"GOV",NA,NA,1,"040","040","04",1,1,1,1,1,6.34005763688761,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125509539,20110601,201106,2011,2011.4137,"ITAGOV","ITALY","ITA",NA,NA,NA,NA,"GOV",NA,NA,"ITA","ROME","ITA",NA,NA,NA,NA,NA,NA,NA,1,"040","040","04",1,1,1,1,1,6.34005763688761,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Rome, Lazio, Italy","IT","IT07",41.9,12.4833,-126693,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125510085,20110601,201106,2011,2011.4137,"JUD","LAWYER",NA,NA,NA,NA,NA,"JUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"010","010","01",1,0,2,2,2,4.46052631578948,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125510118,20110601,201106,2011,2011.4137,"JUD","PROSECUTOR",NA,NA,NA,NA,NA,"JUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"012","012","01",1,-0.4,1,1,1,4.22535211267606,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125510739,20110601,201106,2011,2011.4137,"JUD","PROSECUTOR",NA,NA,NA,NA,NA,"JUD",NA,NA,"USA","LAWRENCE","USA",NA,NA,NA,NA,NA,NA,NA,1,"025","025","02",1,-0.3,4,1,4,4.22535211267606,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125510832,20110601,201106,2011,2011.4137,"JUD","PROSECUTOR",NA,NA,NA,NA,NA,"JUD",NA,NA,"lar","LARI",NA,NA,"lar",NA,NA,NA,NA,NA,1,"112","112","11",3,-2,9,1,9,3.33333333333333,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125511267,20110601,201106,2011,2011.4137,"LAB","WORKER",NA,NA,NA,NA,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"120","120","12",3,-4,9,1,9,3.36700336700337,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125512084,20110601,201106,2011,2011.4137,"LEG","PARLIAMENT",NA,NA,NA,NA,NA,"LEG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"172","172","17",4,-5,8,1,1,4.67289719626168,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,0,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125512174,20110601,201106,2011,2011.4137,"LEG","PARLIAMENT",NA,NA,NA,NA,NA,"LEG",NA,NA,"GEOGOV","DAVIT BAKRADZE","GEO",NA,NA,NA,NA,"GOV",NA,NA,1,"051","051","05",1,3.4,1,1,1,6.34005763688761,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125512297,20110601,201106,2011,2011.4137,"LEG","PARLIAMENT",NA,NA,NA,NA,NA,"LEG",NA,NA,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,1,"010","010","01",1,0,1,1,1,4.76973684210526,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,4,"Stalin, Rostovskaya Oblast', Russia","RS","RS61",49.51,40.1256,138953,5,"Abkhazia, Abkhazia**, Georgia","GG","GG02",42.7908,41.1599,10007258,20130203,"","06"
125512299,20110601,201106,2011,2011.4137,"LEG","PARLIAMENT",NA,NA,NA,NA,NA,"LEG",NA,NA,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,1,"020","020","02",1,3,1,1,1,4.76973684210526,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
125514535,20110601,201106,2011,2011.4137,"MNCUSA","WELLS FARGO","USA",NA,NA,NA,NA,"MNC",NA,NA,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,0,"051","051","05",1,3.4,5,1,5,10.1721439749609,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125514538,20110601,201106,2011,2011.4137,"MNCUSA","WELLS FARGO","USA",NA,NA,NA,NA,"MNC",NA,NA,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,0,"060","060","06",2,6,5,1,5,10.1721439749609,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125516657,20110601,201106,2011,2011.4137,"PHL","PHILIPPINE","PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"043","043","04",1,2.8,2,1,2,4.09356725146199,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125516677,20110601,201106,2011,2011.4137,"PHL","PHILIPPINE","PHL",NA,NA,NA,NA,NA,NA,NA,"EDU","UNIVERSITY",NA,NA,NA,NA,NA,"EDU",NA,NA,0,"043","043","04",1,2.8,2,1,2,4.09356725146199,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125517532,20110601,201106,2011,2011.4137,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"012","012","01",1,-0.4,1,1,1,4.76973684210526,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,0,NA,NA,NA,0,0,0,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
125517533,20110601,201106,2011,2011.4137,"RUS","RUSSIA","RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"012","012","01",1,-0.4,3,1,1,4.76973684210526,4,"Stalin, Rostovskaya Oblast', Russia","RS","RS61",49.51,40.1256,138953,0,NA,NA,NA,0,0,0,4,"South Ossetia, Georgia (general), Georgia","GG","GG00",42.3333,44,-2329959,20130203,"","06"
