"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL","month"
125672145,20110603,201106,2011,2011.4192,"USA","WASHINGTON","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"026","026","02",1,4,3,1,3,5.40540540540541,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125672474,20110603,201106,2011,2011.4192,"USA","WASHINGTON","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"036","036","03",1,4,3,1,3,5.40540540540541,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125672535,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,14,2,14,7.23961422016918,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125672716,20110603,201106,2011,2011.4192,"USA","WASHINGTON","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"040","040","04",1,1,3,1,3,5.40540540540541,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125672844,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"042","042","04",1,1.9,1,1,1,4.77326968973747,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,0,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125672924,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,5,1,5,3.93258426966292,3,"Troup County, Georgia, United States","US","USGA",33.0335,-85.0333,1673298,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125673075,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"042","042","04",1,1.9,5,1,1,4.77326968973747,2,"Georgia, United States","US","USGA",0,0,0,0,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125673360,20110603,201106,2011,2011.4192,"USA","LAS VEGAS","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,2,1,2,6.20689655172414,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125673410,20110603,201106,2011,2011.4192,"USA","JACKSONVILLE","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"043","043","04",1,2.8,9,1,9,2.06896551724138,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125673567,20110603,201106,2011,2011.4192,"USA","ARIZONA","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"046","046","04",1,7,1,1,1,4.76190476190476,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125673915,20110603,201106,2011,2011.4192,"USA","CHARLOTTE","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"051","051","05",1,3.4,11,2,11,6.57285415812018,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125674271,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"070","070","07",2,7,2,1,2,10.4046242774566,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125674427,20110603,201106,2011,2011.4192,"USA","WASHINGTON","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"071","071","07",2,7.4,5,1,5,5.21472392638037,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125674797,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0874","087","08",2,10,2,1,2,4.149377593361,3,"Hamilton Medical Center, Georgia, United States","US","USGA",34.7903,-84.9846,353435,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125674811,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0874","087","08",2,10,2,1,2,4.149377593361,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125674956,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"090","090","09",2,-2,5,1,5,2.01005025125628,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125675358,20110603,201106,2011,2011.4192,"USA","THE US","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"120","120","12",3,-4,2,1,2,5.43130990415335,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,0,NA,NA,NA,0,0,0,4,"Tbilisi, Georgia (general), Georgia","GG","GG00",41.725,44.7908,-2330077,20130203,"","06"
125676068,20110603,201106,2011,2011.4192,"USA","ORLANDO","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"173","173","17",4,-5,9,1,9,5.01002004008016,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125676642,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"193","193","19",4,-10,2,1,2,7.03125,1,"Georgia","GG","GG",42,43.5,0,0,NA,NA,NA,0,0,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677080,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"BUS","INVESTOR",NA,NA,NA,NA,NA,"BUS",NA,NA,1,"010","010","01",1,0,9,1,9,7.07395498392283,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677256,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"BUS","INVESTOR",NA,NA,NA,NA,NA,"BUS",NA,NA,1,"0331","033","03",1,5.2,9,1,9,7.07395498392283,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677269,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"BUS","BUSINESS",NA,NA,NA,NA,NA,"BUS",NA,NA,0,"036","036","03",1,4,2,1,2,5.59440559440559,3,"Coweta County, Georgia, United States","US","USGA",33.3834,-84.7666,326666,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677278,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"BUS","COMPANY",NA,NA,NA,NA,NA,"BUS",NA,NA,1,"036","036","03",1,4,5,1,5,3.97111913357401,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677339,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"BUS","BUSINESS LEADER",NA,NA,NA,NA,NA,"BUS",NA,NA,1,"042","042","04",1,1.9,5,1,5,7.82918149466192,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677636,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"BUS","INDUSTRY",NA,NA,NA,NA,NA,"BUS",NA,NA,1,"186","186","18",4,-10,3,1,3,10,1,"Georgia","GG","GG",42,43.5,0,3,"Atlanta, Georgia, United States","US","USGA",33.749,-84.388,351615,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677666,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"BUSBUS","AEROSPACE",NA,NA,NA,NA,NA,"BUS","BUS",NA,1,"040","040","04",1,1,1,1,1,5.59440559440559,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125677734,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"CAN","VANCOUVER","CAN",NA,NA,NA,NA,NA,NA,NA,1,"036","036","03",1,4,4,1,4,0.606060606060606,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125678250,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"COP","DEPUTY",NA,NA,NA,NA,NA,"COP",NA,NA,1,"020","020","02",1,3,2,2,2,3.59120392342983,3,"Bibb County, Georgia, United States","US","USGA",32.8001,-83.6666,1672039,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125678257,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"COP","DEPUTY",NA,NA,NA,NA,NA,"COP",NA,NA,1,"020","020","02",1,3,2,2,2,3.59120392342983,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125678699,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"COP","POLICE",NA,NA,NA,NA,NA,"COP",NA,NA,1,"190","190","19",4,-10,5,1,5,4.31034482758621,3,"Cobb County, Georgia, United States","US","USGA",33.9334,-84.5666,1686112,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125678873,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"CRM","ILLEGAL IMMIGRANT",NA,NA,NA,NA,NA,"CRM",NA,NA,1,"100","100","10",3,-5,13,3,13,7.0617410837399,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125679131,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,1,"020","020","02",1,3,27,3,27,10.9196003414718,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125679414,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"CVL","COMMUNITY",NA,NA,NA,NA,NA,"CVL",NA,NA,1,"130","130","13",3,-4.4,27,3,27,10.9196003414718,3,"Atlanta, Georgia, United States","US","USGA",33.749,-84.388,351615,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125679539,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"DEU","GERMANY","DEU",NA,NA,NA,NA,NA,NA,NA,1,"061","061","06",2,6.4,3,1,3,2.88135593220339,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125679741,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"EDU","UNIVERSITY",NA,NA,NA,NA,NA,"EDU",NA,NA,1,"036","036","03",1,4,23,4,23,7.69441967115468,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125680080,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"EDU","SCHOOL",NA,NA,NA,NA,NA,"EDU",NA,NA,1,"112","112","11",3,-2,9,1,9,6.20689655172414,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125680532,20110603,201106,2011,2011.4192,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,"GOV","KING",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"010","010","01",1,0,7,1,7,10.4046242774566,1,"United States","US","US",38,-97,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125680877,20110603,201106,2011,2011.4192,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,"GOV","KING",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"070","070","07",2,7,7,1,7,10.4046242774566,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125680918,20110603,201106,2011,2011.4192,"USA","NEW YORK","USA",NA,NA,NA,NA,NA,NA,NA,"GOV","AUTHORITIES",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"075","075","07",2,7,16,3,16,8.20324421656595,3,"White Plains, Georgia, United States","US","USGA",33.4721,-83.0354,356635,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125680919,20110603,201106,2011,2011.4192,"USA","NEW YORK","USA",NA,NA,NA,NA,NA,NA,NA,"GOV","AUTHORITIES",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"075","075","07",2,7,2,1,2,8.66141732283465,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681085,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"GOV","AUTHORITIES",NA,NA,NA,NA,NA,"GOV",NA,NA,1,"190","190","19",4,-10,27,3,27,0.761431104942555,3,"Cobb County, Georgia, United States","US","USGA",33.9334,-84.5666,1686112,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681155,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"GOVHLH","MINIST OF HEALTH",NA,NA,NA,NA,NA,"GOV","HLH",NA,0,"090","090","09",2,-2,1,1,1,5.92718035563082,2,"California, United States","US","USCA",36.17,-119.746,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681181,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"GRC","GREECE","GRC",NA,NA,NA,NA,NA,NA,NA,1,"193","193","19",4,-10,21,3,21,3.51291900587675,1,"Georgia","GG","GG",42,43.5,0,4,"Athens, AttikíR, Greece","GR","GR35",37.9833,23.7333,-814876,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681223,20110603,201106,2011,2011.4192,"USA","CINCINNATI","USA",NA,NA,NA,NA,NA,NA,NA,"HLH","DOCTOR",NA,NA,NA,NA,NA,"HLH",NA,NA,1,"010","010","01",1,0,2,1,2,3.7037037037037,1,"Georgia","GG","GG",42,43.5,0,3,"Detroit, Michigan, United States","US","USMI",42.3314,-83.0458,1617959,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681976,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"010","010","01",1,0,8,1,8,5.61224489795918,3,"Atlanta, Texas, United States","US","USTX",33.1137,-94.1644,1372354,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681978,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"010","010","01",1,0,1,1,1,5.61224489795918,3,"San Antonio, Texas, United States","US","USTX",29.4241,-98.4936,1380951,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125681997,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"010","010","01",1,0,18,1,18,6.20689655172414,3,"Atlanta, Georgia, United States","US","USGA",33.749,-84.388,351615,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682017,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"010","010","01",1,0,9,1,9,6.75675675675676,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682174,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"040","040","04",1,1,8,1,8,5.61224489795918,3,"Atlanta, Texas, United States","US","USTX",33.1137,-94.1644,1372354,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682175,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"040","040","04",1,1,1,1,1,5.61224489795918,3,"San Antonio, Texas, United States","US","USTX",29.4241,-98.4936,1380951,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682178,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"040","040","04",1,1,18,1,18,6.20689655172414,3,"Atlanta, Georgia, United States","US","USGA",33.749,-84.388,351615,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682184,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"040","040","04",1,1,9,1,9,6.75675675675676,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682246,20110603,201106,2011,2011.4192,"USA","ATLANTA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","SUPREME COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,1,"046","046","04",1,7,36,3,36,6.19569868954105,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682247,20110603,201106,2011,2011.4192,"USA","ARIZONA","USA",NA,NA,NA,NA,NA,NA,NA,"JUD","FEDERAL COURT",NA,NA,NA,NA,NA,"JUD",NA,NA,0,"046","046","04",1,7,2,1,2,4.76190476190476,1,"Georgia","GG","GG",42,43.5,0,2,"Indiana, United States","US","USIN",39.8647,-86.2604,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682520,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"KNA","ST KITTS","KNA",NA,NA,NA,NA,NA,NA,NA,1,"042","042","04",1,1.9,2,1,2,2.18978102189781,3,"Bibb County, Georgia, United States","US","USGA",32.8001,-83.6666,1672039,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682600,20110603,201106,2011,2011.4192,"USA","NEW YORK","USA",NA,NA,NA,NA,NA,NA,NA,"LAB","WORKER",NA,NA,NA,NA,NA,"LAB",NA,NA,1,"042","042","04",1,1.9,8,4,8,6.46670729534749,3,"White Plains, New York, United States","US","USNY",41.034,-73.7629,977432,3,"Hall County, Georgia, United States","US","USGA",34.3168,-83.7832,1686953,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682602,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"LAB","WORKER",NA,NA,NA,NA,NA,"LAB",NA,NA,1,"042","042","04",1,1.9,4,4,4,6.46670729534749,3,"White Plains, New York, United States","US","USNY",41.034,-73.7629,977432,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682651,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"LAB","WORKER",NA,NA,NA,NA,NA,"LAB",NA,NA,1,"075","075","07",2,7,4,4,4,6.46670729534749,3,"White Plains, New York, United States","US","USNY",41.034,-73.7629,977432,3,"Hall County, Georgia, United States","US","USGA",34.3168,-83.7832,1686953,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682652,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"LAB","WORKER",NA,NA,NA,NA,NA,"LAB",NA,NA,1,"075","075","07",2,7,4,4,4,6.46670729534749,3,"White Plains, New York, United States","US","USNY",41.034,-73.7629,977432,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125682924,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"LEG","PARLIAMENT",NA,NA,NA,NA,NA,"LEG",NA,NA,1,"040","040","04",1,1,1,1,1,6.11353711790393,2,"Georgia, United States","US","USGA",0,0,0,4,"Caucasus, Georgia (general), Georgia","GG","GG00",42.5,45,-2891161,4,"Caucasus, Georgia (general), Georgia","GG","GG00",42.5,45,-2891161,20130203,"","06"
125683025,20110603,201106,2011,2011.4192,"USA","ALABAMA","USA",NA,NA,NA,NA,NA,NA,NA,"LEG","LAWMAKER",NA,NA,NA,NA,NA,"LEG",NA,NA,0,"100","100","10",3,-5,14,6,14,5.09147721003784,1,"Georgia","GG","GG",42,43.5,0,2,"Alabama, United States","US","USAL",32.799,-86.8073,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125683026,20110603,201106,2011,2011.4192,"USA","ALABAMA","USA",NA,NA,NA,NA,NA,NA,NA,"LEG","LAWMAKER",NA,NA,NA,NA,NA,"LEG",NA,NA,0,"100","100","10",3,-5,6,3,6,5.01792114695341,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125683086,20110603,201106,2011,2011.4192,"USA","COLUMBUS","USA",NA,NA,NA,NA,NA,NA,NA,"MCOELI","ALBERT","MCO",NA,NA,NA,NA,"ELI",NA,NA,0,"045","045","04",1,5,4,1,4,12.0171673819742,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125683947,20110603,201106,2011,2011.4192,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,"NGOHLHIRC","RED CROSS",NA,"IRC",NA,NA,NA,"NGO","HLH",NA,1,"043","043","04",1,2.8,9,1,9,2.38095238095238,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125684954,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"USACOP","MICHIGAN","USA",NA,NA,NA,NA,"COP",NA,NA,1,"036","036","03",1,4,2,1,2,3.7037037037037,1,"Georgia","GG","GG",42,43.5,0,3,"Cincinnati, Ohio, United States","US","USOH",39.162,-84.4569,1066650,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
125685725,20110603,201106,2011,2011.4192,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"USAGOV","UNITED STATES","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"130","130","13",3,-4.4,1,1,1,5.27638190954774,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,1,"Georgia","GG","GG",42,43.5,0,20130203,"","06"
